Tweet,Clean Tweet,Lower Tweet,Tokenize,Stemming,Stopwords,Filter By Length,Label
"@anteraja_id giveaway mulu... paket ndak diurusin,... udah dari dulu alasan belum siap, toko tutup, nomor tidak aktif, asli basi banget dah... tuh sameday nyampe kapan??? @anteraja_id https://t.co/OLzeKfgItW",giveaway mulu paket ndak diurusin udah dari dulu alasan belum siap toko tutup nomor tidak aktif asli basi banget dah tuh sameday nyampe kapan,giveaway mulu paket ndak diurusin udah dari dulu alasan belum siap toko tutup nomor tidak aktif asli basi banget dah tuh sameday nyampe kapan,"['giveaway', 'mulu', 'paket', 'ndak', 'diurusin', 'udah', 'dari', 'dulu', 'alasan', 'belum', 'siap', 'toko', 'tutup', 'nomor', 'tidak', 'aktif', 'asli', 'basi', 'banget', 'dah', 'tuh', 'sameday', 'nyampe', 'kapan']","giveaway,mulu,paket,ndak,diurusin,udah,dari,dulu,alas,belum,siap,toko,tutup,nomor,tidak,aktif,asli,basi,banget,dah,tuh,sameday,nyampe,kapan","giveaway,mulu,paket,ndak,diurusin,udah,dari,dulu,alas,belum,siap,toko,tutup,nomor,tidak,aktif,asli,basi,banget,dah,tuh,sameday,nyampe,kapan","giveaway,mulu,paket,ndak,diurusin,udah,dari,dulu,alas,belum,siap,toko,tutup,nomor,tidak,aktif,asli,basi,banget,sameday,nyampe,kapan",negatif
@fokusrg @anteraja_id gabisa gabisa,gabisa gabisa,gabisa gabisa,"['gabisa', 'gabisa']","gabisa,gabisa","gabisa,gabisa","gabisa,gabisa",negatif
"@AnnaPratiwi Hi Kak, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS",Hi Kak maaf ya bikin kakak ga nyaman FYI mulai tgl Feb untuk layanan beralih ke Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak Happy Fasting BaiknyaRamadan Thx MDAS,hi kak maaf ya bikin kakak ga nyaman fyi mulai tgl feb untuk layanan beralih ke untuk itu kakak bisa dm akun anterajacare agar bisa langsung kami tindaklanjuti kendalanya ya kak happy fasting baiknyaramadan thx mdas,"['hi', 'kak', 'maaf', 'ya', 'bikin', 'kakak', 'ga', 'nyaman', 'fyi', 'mulai', 'tgl', 'feb', 'untuk', 'layanan', 'beralih', 'ke', 'untuk', 'itu', 'kakak', 'bisa', 'dm', 'akun', 'anterajacare', 'agar', 'bisa', 'langsung', 'kami', 'tindaklanjuti', 'kendalanya', 'ya', 'kak', 'happy', 'fasting', 'baiknyaramadan', 'thx', 'mdas']","hi,kak,maaf,ya,bikin,kakak,ga,nyaman,fyi,mulai,tgl,feb,untuk,layan,alih,ke,untuk,itu,kakak,bisa,dm,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,ya,kak,happy,fasting,baiknyaramadan,thx,mdas","hi,kak,maaf,ya,bikin,kakak,ga,nyaman,fyi,mulai,tgl,feb,untuk,layan,alih,ke,untuk,itu,kakak,bisa,dm,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,ya,kak,happy,fasting,baiknyaramadan,thx,mdas","maaf,bikin,kakak,nyaman,mulai,untuk,layan,alih,untuk,kakak,bisa,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,happy,fasting,baiknyaramadan,mdas",netral
"@vhienuna Hi Kak, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS",Hi Kak maaf ya bikin kakak ga nyaman FYI mulai tgl Feb untuk layanan beralih ke Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak Happy Fasting BaiknyaRamadan Thx MDAS,hi kak maaf ya bikin kakak ga nyaman fyi mulai tgl feb untuk layanan beralih ke untuk itu kakak bisa dm akun anterajacare agar bisa langsung kami tindaklanjuti kendalanya ya kak happy fasting baiknyaramadan thx mdas,"['hi', 'kak', 'maaf', 'ya', 'bikin', 'kakak', 'ga', 'nyaman', 'fyi', 'mulai', 'tgl', 'feb', 'untuk', 'layanan', 'beralih', 'ke', 'untuk', 'itu', 'kakak', 'bisa', 'dm', 'akun', 'anterajacare', 'agar', 'bisa', 'langsung', 'kami', 'tindaklanjuti', 'kendalanya', 'ya', 'kak', 'happy', 'fasting', 'baiknyaramadan', 'thx', 'mdas']","hi,kak,maaf,ya,bikin,kakak,ga,nyaman,fyi,mulai,tgl,feb,untuk,layan,alih,ke,untuk,itu,kakak,bisa,dm,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,ya,kak,happy,fasting,baiknyaramadan,thx,mdas","hi,kak,maaf,ya,bikin,kakak,ga,nyaman,fyi,mulai,tgl,feb,untuk,layan,alih,ke,untuk,itu,kakak,bisa,dm,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,ya,kak,happy,fasting,baiknyaramadan,thx,mdas","maaf,bikin,kakak,nyaman,mulai,untuk,layan,alih,untuk,kakak,bisa,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,happy,fasting,baiknyaramadan,mdas",netral
"@anteraja_id paket gue mana woi,udah berhari2 di jakut mulu,kasih tau kenapa telat kasih jawaban yang jelas bukan sok2an solusi investigasi bla bla bla,muak banget sumpah ga guna jg dm dm",paket gue mana woiudah berhari di jakut mulukasih tau kenapa telat kasih jawaban yang jelas bukan sok an solusi investigasi bla bla blamuak banget sumpah ga guna jg dm dm,paket gue mana woiudah berhari di jakut mulukasih tau kenapa telat kasih jawaban yang jelas bukan sok an solusi investigasi bla bla blamuak banget sumpah ga guna jg dm dm,"['paket', 'gue', 'mana', 'woiudah', 'berhari', 'di', 'jakut', 'mulukasih', 'tau', 'kenapa', 'telat', 'kasih', 'jawaban', 'yang', 'jelas', 'bukan', 'sok', 'an', 'solusi', 'investigasi', 'bla', 'bla', 'blamuak', 'banget', 'sumpah', 'ga', 'guna', 'jg', 'dm', 'dm']","paket,gue,mana,woiudah,hari,di,jakut,mulukasih,tau,kenapa,telat,kasih,jawab,yang,jelas,bukan,sok,an,solusi,investigasi,bla,bla,blamuak,banget,sumpah,ga,guna,jg,dm,dm","paket,gue,mana,woiudah,hari,di,jakut,mulukasih,tau,kenapa,telat,kasih,jawab,yang,jelas,bukan,sok,an,solusi,investigasi,bla,bla,blamuak,banget,sumpah,ga,guna,jg,dm,dm","paket,mana,woiudah,hari,jakut,mulukasih,kenapa,telat,kasih,jawab,yang,jelas,bukan,solusi,investigasi,blamuak,banget,sumpah,guna",negatif
"@anteraja_id Halo @anteraja_id paket saya dgn no resi 10006923421195 masih nyangkut dimana ya? Keterangannya ; delivery tertunda karena masalah operasional.
Padahal SAME DAY loh... https://t.co/WtrXnLjjwJ",Halo paket saya dgn no resi masih nyangkut dimana ya Keterangannya delivery tertunda karena masalah operasional Padahal SAME DAY loh,halo paket saya dgn no resi masih nyangkut dimana ya keterangannya delivery tertunda karena masalah operasional padahal same day loh,"['halo', 'paket', 'saya', 'dgn', 'no', 'resi', 'masih', 'nyangkut', 'dimana', 'ya', 'keterangannya', 'delivery', 'tertunda', 'karena', 'masalah', 'operasional', 'padahal', 'same', 'day', 'loh']","halo,paket,saya,dgn,no,resi,masih,nyangkut,mana,ya,terang,delivery,tunda,karena,masalah,operasional,padahal,same,day,loh","halo,paket,saya,dgn,no,resi,masih,nyangkut,mana,ya,terang,delivery,tunda,karena,masalah,operasional,padahal,same,day,loh","halo,paket,saya,resi,masih,nyangkut,mana,terang,delivery,tunda,karena,masalah,operasional,padahal,same",negatif
"@anteraja_id Definisi #BaiknyaRamadan versi aku adalah ketika adanya peningkatan dalam hal ibadah dan berbuat baik kepada sesama, baik secara kualitas maupun kuantitas.
#PastiLebihBaik",Definisi BaiknyaRamadan versi aku adalah ketika adanya peningkatan dalam hal ibadah dan berbuat baik kepada sesama baik secara kualitas maupun kuantitas PastiLebihBaik,definisi baiknyaramadan versi aku adalah ketika adanya peningkatan dalam hal ibadah dan berbuat baik kepada sesama baik secara kualitas maupun kuantitas pastilebihbaik,"['definisi', 'baiknyaramadan', 'versi', 'aku', 'adalah', 'ketika', 'adanya', 'peningkatan', 'dalam', 'hal', 'ibadah', 'dan', 'berbuat', 'baik', 'kepada', 'sesama', 'baik', 'secara', 'kualitas', 'maupun', 'kuantitas', 'pastilebihbaik']","definisi,baiknyaramadan,versi,aku,adalah,ketika,ada,tingkat,dalam,hal,ibadah,dan,buat,baik,kepada,sama,baik,cara,kualitas,maupun,kuantitas,pastilebihbaik","definisi,baiknyaramadan,versi,aku,adalah,ketika,ada,tingkat,dalam,hal,ibadah,dan,buat,baik,kepada,sama,baik,cara,kualitas,maupun,kuantitas,pastilebihbaik","definisi,baiknyaramadan,versi,adalah,ketika,tingkat,dalam,ibadah,buat,baik,kepada,sama,baik,cara,kualitas,maupun,kuantitas,pastilebihbaik",netral
"Halo @anteraja_id paket saya dgn no resi 10006923421195 masih nyangkut dimana ya? Keterangannya ; delivery tertunda karena masalah operasional.
Padahal SAME DAY loh...
Isinya makanan, gmn kalo basi? https://t.co/04MJVm8zAt",Halo paket saya dgn no resi masih nyangkut dimana ya Keterangannya delivery tertunda karena masalah operasional Padahal SAME DAY loh Isinya makanan gmn kalo basi,halo paket saya dgn no resi masih nyangkut dimana ya keterangannya delivery tertunda karena masalah operasional padahal same day loh isinya makanan gmn kalo basi,"['halo', 'paket', 'saya', 'dgn', 'no', 'resi', 'masih', 'nyangkut', 'dimana', 'ya', 'keterangannya', 'delivery', 'tertunda', 'karena', 'masalah', 'operasional', 'padahal', 'same', 'day', 'loh', 'isinya', 'makanan', 'gmn', 'kalo', 'basi']","halo,paket,saya,dgn,no,resi,masih,nyangkut,mana,ya,terang,delivery,tunda,karena,masalah,operasional,padahal,same,day,loh,isi,makan,gmn,kalo,basi","halo,paket,saya,dgn,no,resi,masih,nyangkut,mana,ya,terang,delivery,tunda,karena,masalah,operasional,padahal,same,day,loh,isi,makan,gmn,kalo,basi","halo,paket,saya,resi,masih,nyangkut,mana,terang,delivery,tunda,karena,masalah,operasional,padahal,same,makan,kalo,basi",negatif
@overdozzd @anteraja_id Sabarrr😭,Sabarrr,sabarrr,['sabarrr'],sabarrr,sabarrr,sabarrr,netral
"Halo @anteraja_id paket saya dgn no resi 10006923421195 masih nyangkut dimana ya? Keterangannya ; delivery tertunda karena masalah operasional.
Padahal SAME DAY loh...",Halo paket saya dgn no resi masih nyangkut dimana ya Keterangannya delivery tertunda karena masalah operasional Padahal SAME DAY loh,halo paket saya dgn no resi masih nyangkut dimana ya keterangannya delivery tertunda karena masalah operasional padahal same day loh,"['halo', 'paket', 'saya', 'dgn', 'no', 'resi', 'masih', 'nyangkut', 'dimana', 'ya', 'keterangannya', 'delivery', 'tertunda', 'karena', 'masalah', 'operasional', 'padahal', 'same', 'day', 'loh']","halo,paket,saya,dgn,no,resi,masih,nyangkut,mana,ya,terang,delivery,tunda,karena,masalah,operasional,padahal,same,day,loh","halo,paket,saya,dgn,no,resi,masih,nyangkut,mana,ya,terang,delivery,tunda,karena,masalah,operasional,padahal,same,day,loh","halo,paket,saya,resi,masih,nyangkut,mana,terang,delivery,tunda,karena,masalah,operasional,padahal,same",negatif
"@antymooo Hi Kak, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Kak jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk bisikin no resi kamu ke DM akun baru kami di spy privasimu terjaga Trims PI,hi kak jgn risau ya kendala paket kamu akan segera minaja bantu yuk bisikin no resi kamu ke dm akun baru kami di spy privasimu terjaga trims pi,"['hi', 'kak', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'bisikin', 'no', 'resi', 'kamu', 'ke', 'dm', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,kak,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,kak,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","risau,kendala,paket,kamu,akan,segera,maja,bantu,bisikin,resi,kamu,akun,baru,kami,privasi,jaga,trims",netral
"@anteraja_id Definisi #BaiknyaRamadan versi aku adalah ketika banyak orang yang rela ga tidur buat bangunin orang lain sahur keliling komplek.
Bener bener bulan Ramadan seindah itu.
#PastiLebihBaik ❤️",Definisi BaiknyaRamadan versi aku adalah ketika banyak orang yang rela ga tidur buat bangunin orang lain sahur keliling komplek Bener bener bulan Ramadan seindah itu PastiLebihBaik,definisi baiknyaramadan versi aku adalah ketika banyak orang yang rela ga tidur buat bangunin orang lain sahur keliling komplek bener bener bulan ramadan seindah itu pastilebihbaik,"['definisi', 'baiknyaramadan', 'versi', 'aku', 'adalah', 'ketika', 'banyak', 'orang', 'yang', 'rela', 'ga', 'tidur', 'buat', 'bangunin', 'orang', 'lain', 'sahur', 'keliling', 'komplek', 'bener', 'bener', 'bulan', 'ramadan', 'seindah', 'itu', 'pastilebihbaik']","definisi,baiknyaramadan,versi,aku,adalah,ketika,banyak,orang,yang,rela,ga,tidur,buat,bangunin,orang,lain,sahur,keliling,komplek,bener,bener,bulan,ramadan,indah,itu,pastilebihbaik","definisi,baiknyaramadan,versi,aku,adalah,ketika,banyak,orang,yang,rela,ga,tidur,buat,bangunin,orang,lain,sahur,keliling,komplek,bener,bener,bulan,ramadan,indah,itu,pastilebihbaik","definisi,baiknyaramadan,versi,adalah,ketika,banyak,orang,yang,rela,tidur,buat,bangunin,orang,lain,sahur,keliling,komplek,bener,bener,bulan,ramadan,indah,pastilebihbaik",netral
"@overdozzd Hi Hepizen, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Hepizen jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk move DM ke akun baru kami di spy privasimu terjaga Trims PI,hi hepizen jgn risau ya kendala paket kamu akan segera minaja bantu yuk move dm ke akun baru kami di spy privasimu terjaga trims pi,"['hi', 'hepizen', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'move', 'dm', 'ke', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,hepizen,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,move,dm,ke,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,hepizen,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,move,dm,ke,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hepizen,risau,kendala,paket,kamu,akan,segera,maja,bantu,move,akun,baru,kami,privasi,jaga,trims",netral
"@anteraja_id #BaiknyaRamadan itu memperbanyak ibadahnya, untuk mendapatkan pahala yang lebih berlimpah, mengharap ridha dari Allah SWT, dan mendapat keberkahan yang lebih bermanfaat untuk kehidupannya. @anteraja_id",BaiknyaRamadan itu memperbanyak ibadahnya untuk mendapatkan pahala yang lebih berlimpah mengharap ridha dari Allah SWT dan mendapat keberkahan yang lebih bermanfaat untuk kehidupannya,baiknyaramadan itu memperbanyak ibadahnya untuk mendapatkan pahala yang lebih berlimpah mengharap ridha dari allah swt dan mendapat keberkahan yang lebih bermanfaat untuk kehidupannya,"['baiknyaramadan', 'itu', 'memperbanyak', 'ibadahnya', 'untuk', 'mendapatkan', 'pahala', 'yang', 'lebih', 'berlimpah', 'mengharap', 'ridha', 'dari', 'allah', 'swt', 'dan', 'mendapat', 'keberkahan', 'yang', 'lebih', 'bermanfaat', 'untuk', 'kehidupannya']","baiknyaramadan,itu,banyak,ibadah,untuk,dapat,pahala,yang,lebih,limpah,harap,ridha,dari,allah,swt,dan,dapat,berkah,yang,lebih,manfaat,untuk,hidup","baiknyaramadan,itu,banyak,ibadah,untuk,dapat,pahala,yang,lebih,limpah,harap,ridha,dari,allah,swt,dan,dapat,berkah,yang,lebih,manfaat,untuk,hidup","baiknyaramadan,banyak,ibadah,untuk,dapat,pahala,yang,lebih,limpah,harap,ridha,dari,allah,dapat,berkah,yang,lebih,manfaat,untuk,hidup",netral
ini ngapa sampe nyasar ke jakut sih tolol??? idiot bgt dah @anteraja_id https://t.co/mZHz34m103,ini ngapa sampe nyasar ke jakut sih tolol idiot bgt dah,ini ngapa sampe nyasar ke jakut sih tolol idiot bgt dah,"['ini', 'ngapa', 'sampe', 'nyasar', 'ke', 'jakut', 'sih', 'tolol', 'idiot', 'bgt', 'dah']","ini,ngapa,sampe,nyasar,ke,jakut,sih,tolol,idiot,bgt,dah","ini,ngapa,sampe,nyasar,ke,jakut,sih,tolol,idiot,bgt,dah","ngapa,sampe,nyasar,jakut,tolol,idiot",negatif
"Yuk, coba sambungin kalimat di gambar ini! Jangan lupa pakein hashtag #BaiknyaRamadan ya! Ada hadiah spesial dari Anteraja buat reply yang paling menarik. 

Ditunggu yaaa karena #PastiLebihBaik ❤️ https://t.co/FYcZVxeOxW",Yuk coba sambungin kalimat di gambar ini Jangan lupa pakein hashtag BaiknyaRamadan ya Ada hadiah spesial dari Anteraja buat reply yang paling menarik Ditunggu yaaa karena PastiLebihBaik,yuk coba sambungin kalimat di gambar ini jangan lupa pakein hashtag baiknyaramadan ya ada hadiah spesial dari anteraja buat reply yang paling menarik ditunggu yaaa karena pastilebihbaik,"['yuk', 'coba', 'sambungin', 'kalimat', 'di', 'gambar', 'ini', 'jangan', 'lupa', 'pakein', 'hashtag', 'baiknyaramadan', 'ya', 'ada', 'hadiah', 'spesial', 'dari', 'anteraja', 'buat', 'reply', 'yang', 'paling', 'menarik', 'ditunggu', 'yaaa', 'karena', 'pastilebihbaik']","yuk,coba,sambungin,kalimat,di,gambar,ini,jangan,lupa,pakein,hashtag,baiknyaramadan,ya,ada,hadiah,spesial,dari,anteraja,buat,reply,yang,paling,tarik,tunggu,yaaa,karena,pastilebihbaik","yuk,coba,sambungin,kalimat,di,gambar,ini,jangan,lupa,pakein,hashtag,baiknyaramadan,ya,ada,hadiah,spesial,dari,anteraja,buat,reply,yang,paling,tarik,tunggu,yaaa,karena,pastilebihbaik","coba,sambungin,kalimat,gambar,jangan,lupa,pakein,hashtag,baiknyaramadan,hadiah,spesial,dari,anteraja,buat,reply,yang,paling,tarik,tunggu,yaaa,karena,pastilebihbaik",netral
"@chachaciah @anteraja_id Sama banget kayak paket gue,dijakut berhari2,ga punya bensin atau apa ga dianter2,atau hilang? Mau dicancel kasian yg jualan,padahal yg berulah si antar aja ini",Sama banget kayak paket guedijakut berhari ga punya bensin atau apa ga dianter atau hilang Mau dicancel kasian yg jualanpadahal yg berulah si antar aja ini,sama banget kayak paket guedijakut berhari ga punya bensin atau apa ga dianter atau hilang mau dicancel kasian yg jualanpadahal yg berulah si antar aja ini,"['sama', 'banget', 'kayak', 'paket', 'guedijakut', 'berhari', 'ga', 'punya', 'bensin', 'atau', 'apa', 'ga', 'dianter', 'atau', 'hilang', 'mau', 'dicancel', 'kasian', 'yg', 'jualanpadahal', 'yg', 'berulah', 'si', 'antar', 'aja', 'ini']","sama,banget,kayak,paket,guedijakut,hari,ga,punya,bensin,atau,apa,ga,anter,atau,hilang,mau,dicancel,kasi,yg,jualanpadahal,yg,ulah,si,antar,aja,ini","sama,banget,kayak,paket,guedijakut,hari,ga,punya,bensin,atau,apa,ga,anter,atau,hilang,mau,dicancel,kasi,yg,jualanpadahal,yg,ulah,si,antar,aja,ini","sama,banget,kayak,paket,guedijakut,hari,punya,bensin,atau,anter,atau,hilang,dicancel,kasi,jualanpadahal,ulah,antar",negatif
"Hallo @anteraja_id kamu maunya apa sih?. Waktu pickup seharusnya jam 08:00-10:00, tapi sampai jam 11:47 belum di pickup. Saya coba chat WA tidak ada respon. Anteraja masih ada atau hanya sekedar nama nih?",Hallo kamu maunya apa sih Waktu pickup seharusnya jam tapi sampai jam belum di pickup Saya coba chat WA tidak ada respon Anteraja masih ada atau hanya sekedar nama nih,hallo kamu maunya apa sih waktu pickup seharusnya jam tapi sampai jam belum di pickup saya coba chat wa tidak ada respon anteraja masih ada atau hanya sekedar nama nih,"['hallo', 'kamu', 'maunya', 'apa', 'sih', 'waktu', 'pickup', 'seharusnya', 'jam', 'tapi', 'sampai', 'jam', 'belum', 'di', 'pickup', 'saya', 'coba', 'chat', 'wa', 'tidak', 'ada', 'respon', 'anteraja', 'masih', 'ada', 'atau', 'hanya', 'sekedar', 'nama', 'nih']","hallo,kamu,mau,apa,sih,waktu,pickup,harus,jam,tapi,sampai,jam,belum,di,pickup,saya,coba,chat,wa,tidak,ada,respon,anteraja,masih,ada,atau,hanya,dar,nama,nih","hallo,kamu,mau,apa,sih,waktu,pickup,harus,jam,tapi,sampai,jam,belum,di,pickup,saya,coba,chat,wa,tidak,ada,respon,anteraja,masih,ada,atau,hanya,dar,nama,nih","hallo,kamu,waktu,pickup,harus,tapi,sampai,belum,pickup,saya,coba,chat,tidak,respon,anteraja,masih,atau,hanya,nama",negatif
"@anteraja_id @AnterajaCare jawaban lu gak menjawab pertanyaan gue. kerja yg bener, jgn dijawab bot mulu kalo org komplain!",jawaban lu gak menjawab pertanyaan gue kerja yg bener jgn dijawab bot mulu kalo org komplain,jawaban lu gak menjawab pertanyaan gue kerja yg bener jgn dijawab bot mulu kalo org komplain,"['jawaban', 'lu', 'gak', 'menjawab', 'pertanyaan', 'gue', 'kerja', 'yg', 'bener', 'jgn', 'dijawab', 'bot', 'mulu', 'kalo', 'org', 'komplain']","jawab,lu,gak,jawab,tanya,gue,kerja,yg,bener,jgn,jawab,bot,mulu,kalo,org,komplain","jawab,lu,gak,jawab,tanya,gue,kerja,yg,bener,jgn,jawab,bot,mulu,kalo,org,komplain","jawab,jawab,tanya,kerja,bener,jawab,mulu,kalo,komplain",negatif
@anteraja_id Definisi #BaiknyaRamadan versi aku adalah ketika semua orang beli takjil bukan untuk dimakan sendiri tapi untuk diantar ke mesjid buat orang-orang berbuka puasa bersama.,Definisi BaiknyaRamadan versi aku adalah ketika semua orang beli takjil bukan untuk dimakan sendiri tapi untuk diantar ke mesjid buat orangorang berbuka puasa bersama,definisi baiknyaramadan versi aku adalah ketika semua orang beli takjil bukan untuk dimakan sendiri tapi untuk diantar ke mesjid buat orangorang berbuka puasa bersama,"['definisi', 'baiknyaramadan', 'versi', 'aku', 'adalah', 'ketika', 'semua', 'orang', 'beli', 'takjil', 'bukan', 'untuk', 'dimakan', 'sendiri', 'tapi', 'untuk', 'diantar', 'ke', 'mesjid', 'buat', 'orangorang', 'berbuka', 'puasa', 'bersama']","definisi,baiknyaramadan,versi,aku,adalah,ketika,semua,orang,beli,takjil,bukan,untuk,makan,sendiri,tapi,untuk,antar,ke,mesjid,buat,orangorang,buka,puasa,sama","definisi,baiknyaramadan,versi,aku,adalah,ketika,semua,orang,beli,takjil,bukan,untuk,makan,sendiri,tapi,untuk,antar,ke,mesjid,buat,orangorang,buka,puasa,sama","definisi,baiknyaramadan,versi,adalah,ketika,semua,orang,beli,takjil,bukan,untuk,makan,sendiri,tapi,untuk,antar,mesjid,buat,orangorang,buka,puasa,sama",netral
"@anteraja_id #BaiknyaRamadan itu ketika semua orang berlomba lomba melakukan kebaikan, krna mereka sadar dibulan yg penuh berkah ini pahala dilipat gandakan. contoh bnyak yg berbagi takjil, baik di acara masjid maupun dijalan raya, baik orang tua dan muda berlomba mendapatkan keberkahan",BaiknyaRamadan itu ketika semua orang berlomba lomba melakukan kebaikan krna mereka sadar dibulan yg penuh berkah ini pahala dilipat gandakan contoh bnyak yg berbagi takjil baik di acara masjid maupun dijalan raya baik orang tua dan muda berlomba mendapatkan keberkahan,baiknyaramadan itu ketika semua orang berlomba lomba melakukan kebaikan krna mereka sadar dibulan yg penuh berkah ini pahala dilipat gandakan contoh bnyak yg berbagi takjil baik di acara masjid maupun dijalan raya baik orang tua dan muda berlomba mendapatkan keberkahan,"['baiknyaramadan', 'itu', 'ketika', 'semua', 'orang', 'berlomba', 'lomba', 'melakukan', 'kebaikan', 'krna', 'mereka', 'sadar', 'dibulan', 'yg', 'penuh', 'berkah', 'ini', 'pahala', 'dilipat', 'gandakan', 'contoh', 'bnyak', 'yg', 'berbagi', 'takjil', 'baik', 'di', 'acara', 'masjid', 'maupun', 'dijalan', 'raya', 'baik', 'orang', 'tua', 'dan', 'muda', 'berlomba', 'mendapatkan', 'keberkahan']","baiknyaramadan,itu,ketika,semua,orang,lomba,lomba,laku,baik,krna,mereka,sadar,bulan,yg,penuh,berkah,ini,pahala,lipat,ganda,contoh,bnyak,yg,bagi,takjil,baik,di,acara,masjid,maupun,jalan,raya,baik,orang,tua,dan,muda,lomba,dapat,berkah","baiknyaramadan,itu,ketika,semua,orang,lomba,lomba,laku,baik,krna,mereka,sadar,bulan,yg,penuh,berkah,ini,pahala,lipat,ganda,contoh,bnyak,yg,bagi,takjil,baik,di,acara,masjid,maupun,jalan,raya,baik,orang,tua,dan,muda,lomba,dapat,berkah","baiknyaramadan,ketika,semua,orang,lomba,lomba,laku,baik,krna,mereka,sadar,bulan,penuh,berkah,pahala,lipat,ganda,contoh,bnyak,bagi,takjil,baik,acara,masjid,maupun,jalan,raya,baik,orang,muda,lomba,dapat,berkah",netral
